id,order_id,notary_id,messaged_at,responded_at,response
430635,530381,36487,7/22/16 14:50,7/22/16 14:51,not_available
430635,530381,66765,7/22/16 14:51,,
419549,518331,38196,7/14/16 21:12,,
419549,518331,41757,7/14/16 21:13,,
419549,518331,10455,7/14/16 21:13,7/14/16 22:10,not_available
419549,518331,58103,7/14/16 21:13,,
419549,518331,50133,7/14/16 21:16,7/14/16 21:17,not_available
419549,518331,32976,7/14/16 21:17,,
431429,527100,67546,7/22/16 18:13,7/22/16 18:48,not_available
431429,527100,38531,7/22/16 18:14,,
432188,532588,50381,7/22/16 21:05,,
432188,532588,38308,7/22/16 21:05,7/22/16 21:19,available
432188,532588,26223,7/22/16 21:07,7/22/16 21:07,available
432220,532621,62213,7/22/16 21:10,,
433015,533298,62392,7/23/16 0:21,,
433015,533298,71151,7/23/16 0:23,7/23/16 1:41,available
433015,533298,51644,7/23/16 0:25,,
433015,533298,26265,7/23/16 0:27,,
433015,533298,67102,7/23/16 0:28,,
433015,533298,61541,7/23/16 0:30,,
433015,533298,40781,7/23/16 0:31,,
433015,533298,51176,7/23/16 0:32,,
433015,533298,35624,7/23/16 0:33,7/23/16 0:34,not_available
433015,533298,66921,7/23/16 0:33,,
433015,533298,42991,7/23/16 0:44,,
434997,535426,42336,7/25/16 19:44,7/25/16 20:48,not_available
435363,535764,70829,7/25/16 21:02,7/25/16 21:04,not_available
435363,535764,39075,7/25/16 21:02,7/25/16 21:04,not_available
435363,535764,26223,7/25/16 21:03,7/25/16 21:03,not_available
435363,535764,47665,7/25/16 21:04,,
435388,535764,26253,7/25/16 21:07,7/26/16 12:28,not_available
435388,535764,70829,7/25/16 21:07,7/25/16 21:08,not_available
435458,535800,68086,7/25/16 21:20,,
435458,535800,38196,7/25/16 21:20,,
435458,535800,63819,7/25/16 21:21,,
435458,535800,50133,7/25/16 21:21,7/25/16 22:01,available
430035,530381,36487,7/21/16 23:19,,
430035,530381,66765,7/21/16 23:19,,
447598,549096,66654,8/3/16 18:26,8/3/16 18:27,available
447598,549096,38262,8/3/16 18:34,,
447598,549096,50077,8/3/16 18:34,8/3/16 18:35,available
447670,549229,49053,8/3/16 18:56,8/3/16 19:07,not_available
447670,549229,57826,8/3/16 18:58,,
447670,549229,68939,8/3/16 18:58,,
447670,549229,55434,8/3/16 18:59,,
447670,549229,71135,8/3/16 19:00,,
447725,549275,51917,8/3/16 19:14,8/3/16 19:27,available
447725,549275,36051,8/3/16 19:15,8/3/16 19:19,not_available
447764,549328,59209,8/3/16 19:26,8/3/16 19:36,available
447764,549328,65677,8/3/16 19:27,,
447764,549328,32954,8/3/16 19:27,8/3/16 19:28,not_available
447764,549328,36487,8/3/16 19:29,,
447796,549360,63077,8/3/16 19:36,8/3/16 19:37,available
447798,549357,26246,8/3/16 19:36,8/3/16 19:37,not_available
447796,549360,62215,8/3/16 19:37,8/3/16 19:37,available
447798,549357,44125,8/3/16 19:37,,
447798,549357,38240,8/3/16 19:38,,
447798,549357,68944,8/3/16 19:39,8/3/16 19:40,not_available
447807,549357,44125,8/3/16 19:41,,
447807,549357,38240,8/3/16 19:42,,
447807,549357,67963,8/3/16 19:43,,
447807,549357,55255,8/3/16 19:44,8/3/16 19:58,available
447807,549357,64022,8/3/16 19:46,,
447825,549395,39842,8/3/16 19:46,,
447825,549395,36487,8/3/16 19:47,,
447825,549395,32983,8/3/16 19:47,,
447825,549395,71694,8/3/16 19:48,8/3/16 19:49,available
447825,549395,57826,8/3/16 19:48,,
447883,549426,32938,8/3/16 20:06,,
447883,549426,32922,8/3/16 20:07,,
435862,536177,41206,7/25/16 22:36,,
435862,536177,62215,7/25/16 22:38,7/25/16 22:38,available
447883,549426,66415,8/3/16 20:08,8/3/16 20:08,available
447883,549426,32974,8/3/16 20:08,8/3/16 20:12,available
447883,549426,65436,8/3/16 20:08,8/3/16 20:10,not_available
448076,549703,65110,8/3/16 21:06,,
448076,549703,32983,8/3/16 21:06,8/3/16 21:09,available
448076,549703,32984,8/3/16 21:08,8/3/16 21:09,not_available
448076,549703,71005,8/3/16 21:08,8/3/16 21:09,not_available
448113,549751,41391,8/3/16 21:23,8/3/16 21:28,available
448113,549751,66765,8/3/16 21:23,,
448113,549751,59209,8/3/16 21:23,8/3/16 21:24,available
448214,549882,68840,8/3/16 22:02,8/3/16 22:02,available
448642,550416,38119,8/4/16 13:11,,
448642,550416,38668,8/4/16 13:12,,
448642,550416,65930,8/4/16 13:13,,
448642,550416,26196,8/4/16 13:14,8/4/16 13:16,available
448642,550416,70255,8/4/16 13:14,,
448642,550416,38437,8/4/16 13:14,,
448642,550416,70544,8/4/16 13:15,8/4/16 14:19,available
448642,550416,26262,8/4/16 13:15,,
448642,550416,71052,8/4/16 13:16,8/4/16 13:17,available
448666,550431,62401,8/4/16 13:46,8/4/16 16:10,available
448666,550431,59748,8/4/16 13:46,,
448666,550431,32974,8/4/16 13:47,,
448666,550431,69596,8/4/16 13:47,,
448666,550431,50792,8/4/16 13:47,,
448666,550431,71015,8/4/16 13:48,,
448666,550431,40361,8/4/16 13:48,8/4/16 13:49,not_available
448666,550431,69693,8/4/16 13:49,,
448666,550431,40618,8/4/16 13:49,,
448666,550431,65436,8/4/16 13:50,8/4/16 13:50,not_available
448666,550431,66787,8/4/16 13:50,,
448666,550431,66986,8/4/16 13:52,,
448666,550431,32988,8/4/16 13:54,,
448666,550431,49985,8/4/16 13:54,,
448666,550431,32918,8/4/16 13:54,,
436756,536860,42560,7/26/16 12:58,7/26/16 13:12,available
436756,536860,26267,7/26/16 12:59,,
436756,536860,39399,7/26/16 13:01,7/26/16 13:02,not_available
436756,536860,51190,7/26/16 13:03,7/26/16 13:13,not_available
436756,536860,70255,7/26/16 13:04,,
436756,536860,55442,7/26/16 13:06,,
436756,536860,70544,7/26/16 13:07,,
436756,536860,65704,7/26/16 13:08,,
436756,536860,62078,7/26/16 13:09,7/26/16 13:11,not_available
436756,536860,12705,7/26/16 13:09,7/26/16 13:34,not_available
437148,537262,42560,7/26/16 16:32,7/26/16 16:33,available
437299,537379,68086,7/26/16 17:26,7/26/16 17:34,available
437299,537379,44665,7/26/16 17:26,,
438635,537600,39842,7/27/16 12:23,,
438637,537609,32974,7/27/16 12:24,7/27/16 12:24,available
438637,537609,65436,7/27/16 12:24,7/27/16 12:26,available
438635,537600,51077,7/27/16 12:24,,
438785,539064,65436,7/27/16 14:51,7/27/16 14:52,not_available
438785,539064,71015,7/27/16 14:52,7/27/16 14:52,available
439399,539777,51917,7/27/16 18:54,,
439684,540119,70665,7/27/16 20:37,,
439957,540437,50133,7/27/16 22:12,7/27/16 23:31,available
439957,540437,43483,7/27/16 22:13,,
439957,540437,66657,7/27/16 22:13,,
439957,540437,65851,7/27/16 22:17,,
439957,540437,32976,7/27/16 22:17,,
439957,540437,44665,7/27/16 22:19,,
439957,540437,70338,7/27/16 22:20,,
439957,540437,51917,7/27/16 22:21,,
439957,540437,49060,7/27/16 22:21,,
439957,540437,61133,7/27/16 22:21,,
439957,540437,64456,7/27/16 22:23,,
439957,540437,67249,7/27/16 22:23,7/27/16 22:27,not_available
439957,540437,54885,7/27/16 22:24,,
439957,540437,55819,7/27/16 22:25,,
439957,540437,50518,7/27/16 22:33,,
439925,540418,26208,7/27/16 22:33,7/27/16 22:34,available
440078,540604,43483,7/27/16 23:05,,
440555,541147,68840,7/28/16 15:31,,
440555,541147,65711,7/28/16 15:31,,
440555,541147,43469,7/28/16 15:33,7/28/16 15:53,available
440770,541167,38308,7/28/16 16:51,,
440770,541167,43470,7/28/16 16:51,7/28/16 16:51,available
440770,541167,55836,7/28/16 16:52,7/28/16 17:53,not_available
440770,541167,71326,7/28/16 16:53,,
440770,541167,62326,7/28/16 16:53,7/28/16 16:55,available
440770,541167,48840,7/28/16 16:53,,
440777,541394,62215,7/28/16 16:53,7/28/16 16:55,available
440770,541167,56151,7/28/16 16:53,,
440777,541394,26253,7/28/16 16:54,,
440777,541394,65711,7/28/16 16:54,,
440770,541167,56233,7/28/16 16:54,,
440777,541394,41206,7/28/16 16:54,,
440770,541167,26304,7/28/16 16:56,7/28/16 17:12,not_available
440770,541167,57515,7/28/16 16:56,,
440794,541415,64104,7/28/16 17:02,7/28/16 17:59,not_available
440794,541415,32950,7/28/16 17:03,,
440794,541415,47680,7/28/16 17:04,,
440794,541415,39879,7/28/16 17:05,,
440794,541415,37823,7/28/16 17:06,,
440794,541415,52023,7/28/16 17:07,7/28/16 17:09,available
440794,541415,33115,7/28/16 17:08,,
440794,541415,54502,7/28/16 17:08,7/28/16 17:09,not_available
440794,541415,71349,7/28/16 17:10,,
440794,541415,71663,7/28/16 17:12,,
440794,541415,36429,7/28/16 17:12,,
440794,541415,32968,7/28/16 17:13,,
440794,541415,69384,7/28/16 17:13,,
440794,541415,54781,7/28/16 17:17,,
440794,541415,11300,7/28/16 17:19,,
440794,541415,39235,7/28/16 17:19,,
440794,541415,11031,7/28/16 17:21,,
440882,541502,65056,7/28/16 17:24,,
440882,541502,67456,7/28/16 17:25,7/28/16 17:26,available
440882,541502,26269,7/28/16 17:25,7/28/16 17:29,available
440882,541502,67302,7/28/16 17:26,,
440882,541502,36021,7/28/16 17:26,7/28/16 17:27,available
440961,541592,54586,7/28/16 17:53,,
440961,541592,62425,7/28/16 17:54,,
440961,541592,35622,7/28/16 17:55,,
440961,541592,65245,7/28/16 17:55,,
440961,541592,38033,7/28/16 17:56,,
441036,541656,51644,7/28/16 18:15,,
441036,541656,70255,7/28/16 18:15,7/28/16 18:25,not_available
441086,541717,1742,7/28/16 18:28,7/28/16 18:29,available
441086,541717,71262,7/28/16 18:29,7/28/16 18:30,available
441086,541717,62392,7/28/16 18:29,7/28/16 18:30,available
441362,542009,62215,7/28/16 20:18,7/28/16 20:18,available
441650,542218,59209,7/28/16 21:59,,
441650,542218,55434,7/28/16 22:06,7/28/16 23:56,available
441650,542218,66765,7/28/16 22:07,,
441650,542218,71051,7/28/16 23:11,7/28/16 23:12,available
441650,542218,32954,7/28/16 23:11,7/28/16 23:36,not_available
441846,542529,28649,7/28/16 23:24,,
441846,542529,36847,7/28/16 23:24,,
441846,542529,26378,7/28/16 23:25,,
441846,542529,50292,7/28/16 23:25,,
441846,542529,51190,7/28/16 23:27,7/28/16 23:27,available
441846,542529,62078,7/28/16 23:27,,
442320,543088,32986,7/29/16 15:42,,
442320,543088,10455,7/29/16 15:43,7/29/16 19:16,available
442320,543088,58103,7/29/16 15:44,7/29/16 15:45,not_available
442320,543088,44536,7/29/16 15:44,,
442320,543088,56757,7/29/16 15:44,,
442320,543088,43483,7/29/16 15:46,,
442320,543088,43485,7/29/16 15:46,7/29/16 15:47,available
442744,543555,71151,7/29/16 18:25,7/29/16 18:26,not_available
442744,543555,42374,7/29/16 18:25,,
442744,543555,65874,7/29/16 18:26,,
442744,543555,70544,7/29/16 18:26,7/29/16 18:35,not_available
442744,543555,43470,7/29/16 18:27,7/29/16 21:09,not_available
442744,543555,71052,7/29/16 18:29,,
443001,543807,48490,7/29/16 20:19,7/29/16 20:21,available
443001,543807,69596,7/29/16 20:20,,
443001,543807,32974,7/29/16 20:20,,
443016,543540,29265,7/29/16 20:24,,
443016,543540,44536,7/29/16 20:24,,
443016,543540,70855,7/29/16 20:24,,
443016,543540,49054,7/29/16 20:27,,
443016,543540,47680,7/29/16 20:28,,
443016,543540,71663,7/29/16 20:28,,
443016,543540,33037,7/29/16 20:29,,
443016,543540,69384,7/29/16 20:30,,
443016,543540,57504,7/29/16 20:31,,
443016,543540,51177,7/29/16 20:31,,
443016,543540,32934,7/29/16 20:32,,
443016,543540,33023,7/29/16 20:32,,
443016,543540,11301,7/29/16 20:32,,
443016,543540,38736,7/29/16 20:33,,
443016,543540,32963,7/29/16 20:33,,
443016,543540,8133,7/29/16 20:34,,
443001,543807,11529,7/29/16 21:05,,
443001,543807,47687,7/29/16 21:05,,
443001,543807,40618,7/29/16 21:05,,
443001,543807,32947,7/29/16 21:06,7/29/16 21:30,not_available
443001,543807,65042,7/29/16 21:06,,
443001,543807,53421,7/29/16 21:08,7/29/16 21:09,available
443001,543807,32935,7/29/16 21:08,7/29/16 21:09,available
443331,544179,56335,7/29/16 22:25,,
443331,544179,65930,7/29/16 22:26,7/29/16 22:26,available
443431,544304,54586,7/29/16 23:11,7/29/16 23:12,available
443431,544304,26268,7/29/16 23:54,,
443431,544304,62213,7/29/16 23:55,,
444042,544974,64953,8/1/16 15:52,8/1/16 16:15,available
444042,544974,38308,8/1/16 15:53,,
444109,545036,26246,8/1/16 16:15,8/1/16 16:16,not_available
444109,545036,55310,8/1/16 16:16,8/1/16 16:17,not_available
444307,545249,65930,8/1/16 17:25,8/1/16 17:26,not_available
444307,545249,70255,8/1/16 17:26,,
444307,545249,70544,8/1/16 17:26,,
444307,545249,65102,8/1/16 17:27,,
444307,545249,51720,8/1/16 17:27,,
444307,545249,65704,8/1/16 17:28,8/1/16 17:29,available
444307,545249,26196,8/1/16 17:29,8/1/16 17:39,not_available
444723,545703,26246,8/1/16 20:24,8/1/16 20:24,available
444723,545703,55310,8/1/16 20:28,,
444744,545727,39023,8/1/16 20:32,,
444744,545727,70855,8/1/16 20:33,8/1/16 20:33,available
444744,545727,43479,8/1/16 20:33,8/1/16 20:34,not_available
444816,545805,38196,8/1/16 21:01,,
444816,545805,66657,8/1/16 21:01,,
444819,545837,37906,8/1/16 21:02,,
444816,545805,63819,8/1/16 21:02,8/1/16 21:03,available
444816,545805,50133,8/1/16 21:02,8/1/16 21:24,available
444816,545805,66654,8/1/16 21:02,8/1/16 21:03,available
444816,545805,36051,8/1/16 21:02,8/1/16 21:03,not_available
444819,545837,70855,8/1/16 21:03,8/1/16 21:05,available
444819,545837,71349,8/1/16 21:04,8/1/16 21:04,available
444819,545837,64101,8/1/16 21:04,,
444844,545855,68840,8/1/16 21:08,,
444844,545855,71141,8/1/16 21:10,8/1/16 21:11,not_available
444844,545855,69645,8/1/16 21:10,8/1/16 21:15,not_available
444844,545855,39310,8/1/16 21:12,,
444844,545855,53443,8/1/16 21:12,,
444844,545855,57815,8/1/16 21:13,,
444844,545855,26199,8/1/16 21:15,,
444844,545855,55933,8/1/16 21:17,,
444844,545855,54947,8/1/16 21:18,,
444844,545855,57570,8/1/16 21:18,,
444844,545855,26266,8/1/16 21:19,,
444844,545855,26387,8/1/16 21:19,,
444919,545920,44665,8/1/16 21:39,8/1/16 21:50,not_available
444919,545920,38767,8/1/16 21:39,,
444922,545952,32974,8/1/16 21:40,,
444919,545920,38262,8/1/16 21:40,8/1/16 21:42,available
444922,545952,48490,8/1/16 21:40,8/1/16 21:41,available
444922,545952,47687,8/1/16 21:41,8/1/16 21:47,available
444922,545952,32947,8/1/16 21:42,8/1/16 22:12,available
444919,545920,54238,8/1/16 21:44,,
444922,545952,38464,8/1/16 21:44,8/1/16 23:49,available
444919,545920,33008,8/1/16 21:45,,
444922,545952,32927,8/1/16 21:45,8/1/16 21:57,not_available
444919,545920,41977,8/1/16 21:46,,
444919,545920,50603,8/1/16 21:46,,
444919,545920,53476,8/1/16 21:48,,
444919,545920,35699,8/1/16 21:49,,
444919,545920,42127,8/1/16 21:50,,
444919,545920,10241,8/1/16 21:51,,
444919,545920,10273,8/1/16 21:51,,
445128,546195,54586,8/1/16 23:19,8/1/16 23:20,not_available
445128,546195,39111,8/1/16 23:20,,
445128,546195,1740,8/1/16 23:21,,
445182,546195,54586,8/1/16 23:42,8/1/16 23:43,not_available
445203,546281,38196,8/1/16 23:58,,
445203,546281,41757,8/1/16 23:58,,
445203,546281,10455,8/1/16 23:58,,
445203,546281,38401,8/2/16 0:00,,
445347,546469,26223,8/2/16 13:29,8/2/16 13:29,not_available
445347,546469,40629,8/2/16 13:29,,
445347,546469,48840,8/2/16 13:30,,
445347,546469,56233,8/2/16 13:31,,
445347,546469,50381,8/2/16 13:31,,
445347,546469,47665,8/2/16 13:32,,
445347,546469,45354,8/2/16 13:32,,
445347,546469,56234,8/2/16 13:32,,
445347,546469,69559,8/2/16 13:33,,
445347,546469,1719,8/2/16 13:34,,
445347,546469,35621,8/2/16 13:34,8/2/16 13:36,not_available
445347,546469,14441,8/2/16 13:35,,
445347,546469,1654,8/2/16 13:35,,
445347,546469,11195,8/2/16 13:35,,
445347,546469,1746,8/2/16 13:36,,
445347,546469,37960,8/2/16 13:36,,
445347,546469,26355,8/2/16 13:37,,
445347,546469,1642,8/2/16 13:43,,
445347,546469,1683,8/2/16 13:44,,
445347,546469,1789,8/2/16 13:44,,
445347,546469,1702,8/2/16 13:45,,
445347,546469,26353,8/2/16 13:45,,
445347,546469,51464,8/2/16 13:46,,
445381,546499,32895,8/2/16 14:13,,
445381,546499,61133,8/2/16 14:13,,
445381,546499,54885,8/2/16 14:14,,
445381,546499,61144,8/2/16 14:15,8/2/16 14:17,not_available
445381,546499,55819,8/2/16 14:15,,
445381,546499,32979,8/2/16 14:15,,
445381,546499,38248,8/2/16 14:16,,
445381,546499,56730,8/2/16 14:17,,
445381,546499,68070,8/2/16 14:18,,
445405,546509,50133,8/2/16 14:23,8/2/16 14:36,not_available
445405,546509,43483,8/2/16 14:24,,
445405,546509,70338,8/2/16 14:25,8/2/16 15:44,available
445405,546509,51917,8/2/16 14:25,,
445405,546509,55819,8/2/16 14:26,,
445405,546509,12355,8/2/16 14:26,,
445405,546509,58248,8/2/16 14:27,,
445405,546509,38065,8/2/16 14:27,8/2/16 15:27,not_available
445405,546509,64456,8/2/16 14:28,,
445405,546509,58549,8/2/16 14:28,,
445405,546509,43481,8/2/16 14:29,,
445405,546509,50724,8/2/16 14:29,,
445405,546509,56528,8/2/16 14:29,,
445405,546509,56757,8/2/16 14:30,,
445405,546509,37947,8/2/16 14:30,,
445405,546509,33064,8/2/16 14:30,,
445405,546509,15400,8/2/16 14:41,,
445429,546562,26267,8/2/16 14:41,8/2/16 14:42,not_available
445429,546562,26300,8/2/16 14:42,8/2/16 14:43,available
445405,546509,33065,8/2/16 14:42,,
445429,546562,51190,8/2/16 14:43,8/2/16 14:44,available
445405,546509,11920,8/2/16 14:44,,
445405,546509,8497,8/2/16 14:44,,
445405,546509,11052,8/2/16 14:44,,
445508,546509,50133,8/2/16 15:30,8/2/16 15:46,not_available
445508,546509,66657,8/2/16 15:30,,
445508,546509,63819,8/2/16 15:30,,
445508,546509,43483,8/2/16 15:31,8/2/16 15:32,not_available
445508,546509,43485,8/2/16 15:31,8/2/16 15:31,not_available
445508,546509,32976,8/2/16 15:32,,
445508,546509,65851,8/2/16 15:32,,
445508,546509,66654,8/2/16 15:32,8/2/16 15:33,not_available
445508,546509,51917,8/2/16 15:33,,
445508,546509,11751,8/2/16 15:34,,
445508,546509,54885,8/2/16 15:35,8/2/16 15:36,not_available
445508,546509,50518,8/2/16 15:35,,
445508,546509,55819,8/2/16 15:35,8/2/16 15:37,not_available
445622,546821,26208,8/2/16 16:22,8/2/16 16:23,not_available
445770,546964,32975,8/2/16 17:17,,
445770,546964,59676,8/2/16 17:17,,
445770,546964,41391,8/2/16 17:18,8/2/16 17:19,available
445775,547031,50898,8/2/16 17:19,,
445770,546964,41786,8/2/16 17:19,8/2/16 17:19,available
445773,547032,45117,8/2/16 17:19,8/2/16 17:27,not_available
445775,547031,33001,8/2/16 17:20,,
445775,547031,70362,8/2/16 17:20,8/2/16 18:16,available
445775,547031,40269,8/2/16 17:21,,
445857,547149,38240,8/2/16 17:52,8/2/16 23:09,not_available
445857,547149,42903,8/2/16 17:52,8/2/16 17:53,available
446028,547351,68840,8/2/16 19:02,,
446028,547351,62215,8/2/16 19:03,8/2/16 19:03,available
446037,547370,41391,8/2/16 19:08,,
446037,547370,50684,8/2/16 19:09,8/2/16 19:14,not_available
446037,547370,43489,8/2/16 19:10,,
446043,547376,65056,8/2/16 19:10,,
446043,547376,39399,8/2/16 19:11,,
446043,547376,38245,8/2/16 19:11,,
446043,547376,26218,8/2/16 19:12,,
446043,547376,26269,8/2/16 19:13,,
446043,547376,36021,8/2/16 19:13,8/2/16 19:14,available
446037,547370,41786,8/2/16 19:14,,
446043,547376,26378,8/2/16 19:14,,
446037,547370,32944,8/2/16 19:14,,
446037,547370,32975,8/2/16 19:15,,
446037,547370,57826,8/2/16 19:15,,
446043,547376,54642,8/2/16 19:16,,
446037,547370,71135,8/2/16 19:16,,
446043,547376,67302,8/2/16 19:16,,
446043,547376,26393,8/2/16 19:16,,
446043,547376,65141,8/2/16 19:17,8/2/16 19:18,not_available
446037,547370,32984,8/2/16 19:17,8/2/16 19:19,not_available
446037,547370,70823,8/2/16 19:18,8/2/16 19:20,not_available
446043,547376,70320,8/2/16 19:19,,
446037,547370,40269,8/2/16 19:19,,
446043,547376,14698,8/2/16 19:19,,
446037,547370,52766,8/2/16 19:19,,
446037,547370,55434,8/2/16 19:20,8/2/16 20:33,not_available
446043,547376,50287,8/2/16 19:20,,
446037,547370,66680,8/2/16 19:20,,
446037,547370,70093,8/2/16 19:21,,
446037,547370,50898,8/2/16 19:22,,
446037,547370,38780,8/2/16 19:22,8/2/16 19:24,not_available
